"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $175.58/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","PrivateNote"
"0xa31b9383ae7c95fbd00042834ff04ccd73e302b9caff93331d16338e40fc9031","8676106","1570198054","10/4/2019 2:07:34 PM","0x08ca1f40faec0fd98d77e1555af27899f87a2c21","0xd98dac671475d27f6d17c3aaa743cf39a267437e","","0.000227698922367126","0","0.03997937678922","0.000063","0.01106154","","","",""
"0xb85b7da02365036264f9ae509a6eefed54234dc68f5e4ee30d15d2c905145590","8676119","1570198239","10/4/2019 2:10:39 PM","0xd98dac671475d27f6d17c3aaa743cf39a267437e","0x1f3f677ecc58f6a1f9e2cf410df4776a8546b5de","","0","0","0","0.000064638","0.01134914004","","","",""
